Player ID,Name,First Name,Last Name,Age,Birth Date,Birth Place,Birth Country,Nationality,Height,Weight,Injured,Photo,TeamID,TeamName,TeamLogo,GamesAppearences,GamesLineups,GamesMin,GamesNumber,GamesPosition,GamesRating,GamesCaptain,SubsIn,SubsOut,SubsBench,ShotsTotal,ShotsOn,ShotsGoals,ShotsConceded,ShotsAssists,ShotsSaves,PassesTotal,PassesKey,PassesAccuracy,TacklesTotal,TacklesBlocks,TacklesInterceptions,DuelsTotal,DuelsWon,DribblesAttempts,DribblesSuccess,DribblesPast,FoulsDrawn,FoulsCommitted,CardsYellow,CardsYellowRed,CardsRed,PenaltyWon,PenaltyCommited,PenaltyScored,PenaltyMissed,PenaltySaved,TeamID2,TeamName2,TeamLogo2,GamesAppearences2,GamesLineups2,GamesMin2,GamesNumber2,GamesPosition2,GamesRating2,GamesCaptain2,SubsIn2,SubsOut2,SubsBench2,ShotsTotal2,ShotsOn2,ShotsGoals2,ShotsConceded2,ShotsAssists2,ShotsSaves2,PassesTotal2,PassesKey2,PassesAccuracy2,TacklesTotal2,TacklesBlocks2,TacklesInterceptions2,DuelsTotal2,DuelsWon2,DribblesAttempts2,DribblesSuccess2,DribblesPast2,FoulsDrawn2,FoulsCommitted2,CardsYellow2,CardsYellowRed2,CardsRed2,PenaltyWon2,PenaltyCommited2,PenaltyScored2,PenaltyMissed2,PenaltySaved2
14372,F. Miya,Farouk,Miya,26,11/26/1997,Bulo,Uganda,Uganda,177 cm,70 kg,FALSE,https://media.api-sports.io/football/players/14372.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14379,C. Ndiaye,Pape Cherif,Ndiaye,28,1/23/1996,Dakar,Senegal,Senegal,190 cm,83 kg,FALSE,https://media.api-sports.io/football/players/14379.png,3563, Adana Demirspor, https://media.api-sports.io/football/teams/3563.png,2,2,167, null, Attacker, '7.150000', False,0,1,0,1,1,1,0,1, null,24,2,10,1, null, null,10,2,1, null, null,1,4,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
14721,A. Hasić,Ajdin,Hasić,23,10/7/2001,Tuzla,Bosnia and Herzegovina,Bosnia and Herzegovina,177 cm,70 kg,FALSE,https://media.api-sports.io/football/players/14721.png,549, Besiktas, https://media.api-sports.io/football/teams/549.png,0,0,0, null, Attacker, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
15698,S. Lobzhanidze,Saba,Lobzhanidze,29,12/18/1994,Tbilisi,Georgia,Georgia,176 cm,72 kg,FALSE,https://media.api-sports.io/football/players/15698.png,3575, Hatayspor, https://media.api-sports.io/football/teams/3575.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
15912,V. Nelsson,Victor Enok,Nelsson,26,10/14/1998,Hornbæk,Denmark,Denmark,185 cm,78 kg,FALSE,https://media.api-sports.io/football/players/15912.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,26,23,2071, null, Defender, '7.169230', False,3,1,7,13,6,2,0, null, null,1357,3,43,17,21,39,202,137,1,1, null,19,24,3,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
18764,M. Schneiderlin,Morgan Fernand Gérard,Schneiderlin,34,11/8/1989,Zellwiller,France,France,181 cm,75 kg,FALSE,https://media.api-sports.io/football/players/18764.png,607, Konyaspor, https://media.api-sports.io/football/teams/607.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
18776,Ç. Söyüncü,Çağlar,Söyüncü,28,5/23/1996,İzmir,Türkiye,Türkiye,185 cm,82 kg,FALSE,https://media.api-sports.io/football/players/18776.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,6,5,450, null, Defender, '7.120000', False,1,0,1,2, null,0,0, null, null,262,1,36,7,4,6,54,34,1,1, null,5,8,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
18816,A. Masuaku,Fuka-Arthur,Masuaku Kawela,31,11/7/1993,Lille,France,Congo DR,179 cm,80 kg,FALSE,https://media.api-sports.io/football/players/18816.png,549, Besiktas, https://media.api-sports.io/football/teams/549.png,14,12,1134, null, Defender, '6.800000', False,2,2,2,4,3,0,0, null, null,631,10,38,23,2,13,151,77,40,22, null,14,20,4,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
18881,J. King,Joshua Christian,Kojo King,32,1/15/1992,Oslo,Norway,Norway,180 cm,74 kg,FALSE,https://media.api-sports.io/football/players/18881.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,12,1,230, null, Attacker, '6.954545', False,11,1,17,9,5,1,0,1, null,89,7,6,4,1,1,48,28,11,6, null,11,7,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19000,K. Harris,Kadeem Raymond,Mathurin-Harris,31,6/8/1993,London,England,England,175 cm,67 kg,FALSE,https://media.api-sports.io/football/players/19000.png,3603, Samsunspor, https://media.api-sports.io/football/teams/3603.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19028,L. Marković,Lazar,Marković,30,3/2/1994,Čačak,Serbia,Serbia,175 cm,65 kg,FALSE,https://media.api-sports.io/football/players/19028.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,27,15,1306, null, Midfielder, '6.774074', False,12,12,13,15,9,2,0,4, null,447,20,13,13, null,7,104,42,36,18, null,8,12,5,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19039,D. Duhaney,Demeaco,D'Vaughn Duhaney,26,10/13/1998,null,England,England,180 cm,70 kg,FALSE,https://media.api-sports.io/football/players/19039.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,22,21,1834, null, Defender, '6.523809', False,1,5,2,4,2,1,0, null, null,683,9,25,18,9,22,120,50,22,5, null,14,8,4,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19042,F. Hadergjonaj,Florent,Hadergjonaj,30,7/31/1994,Langnau,Switzerland,Kosovo,182 cm,73 kg,FALSE,https://media.api-sports.io/football/players/19042.png,1004, Kasimpasa, https://media.api-sports.io/football/teams/1004.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,996, Alanyaspor, https://media.api-sports.io/football/teams/996.png,24,18,1688,null,Defender,6.834782,FALSE,6,4,12,9,3,1,0,2,null,809,14,27,31,4,18,125,65,20,8,null,17,12,3,0,0,null,null,0,0,null
19588,B. Osayi-Samuel,Bright,Osayi-Samuel,27,12/31/1997,Okija,Nigeria,Nigeria,175 cm,72 kg,FALSE,https://media.api-sports.io/football/players/19588.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,16,15,1260, null, Defender, '7.031250', False,1,8,1,4,3,3,0,1, null,446,5,24,25,2,15,128,72,36,19, null,20,16,8,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19622,M. Barrow,Modou,Secka Barrow,32,10/13/1992,Banjul,Gambia,Gambia,176 cm,63 kg,FALSE,https://media.api-sports.io/football/players/19622.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png,16,11,979, null, Midfielder, '7.000000', False,5,7,5,10,7,1,0, null, null,209,23,10,17, null,4,108,57,42,20, null,16,9,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19624,Nélson Oliveira,Nélson Miguel,Castro Oliveira,33,8/8/1991,Barcelos,Portugal,Portugal,186 cm,81 kg,FALSE,https://media.api-sports.io/football/players/19624.png,607, Konyaspor, https://media.api-sports.io/football/teams/607.png,15,4,454, null, Attacker, '6.473333', False,11,3,12,7,3,0,0,1, null,115,3,5,2, null, null,86,30,9,4, null,18,11,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
19709,E. Öztümer,Erhun Aksel,Öztümer,32,5/29/1991,Greenwich,England,England,160 cm,60 kg,FALSE,https://media.api-sports.io/football/players/19709.png,3563, Adana Demirspor, https://media.api-sports.io/football/teams/3563.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20646,M. Guel,Moussa,Guel,24,6/23/1999,Abidjan,Côte d'Ivoire,Côte d'Ivoire,172 cm,80 kg,FALSE,https://media.api-sports.io/football/players/20646.png,3603, Samsunspor, https://media.api-sports.io/football/teams/3603.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
20675,M. Chouiar,Mounir,Chouiar,24,1/23/1999,Liévin,France,France,177 cm,75 kg,FALSE,https://media.api-sports.io/football/players/20675.png,564, Istanbul Basaksehir, https://media.api-sports.io/football/teams/564.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21008,S. M&apos;Bakata,Salem,M'Bakata,26,4/19/1998,Kinshasa,Congo DR,France,178 cm,72 kg,FALSE,https://media.api-sports.io/football/players/21008.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,22,16,1408, null, Defender, '6.690000', False,6,3,13,3,1,0,0, null, null,391,7,14,24,7,23,111,56,19,9, null,10,10,4,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21085,Edgar Ié,Edgar,Miguel Ié,30,5/1/1994,Bissau,Guinea-Bissau,Guinea-Bissau,182 cm,66 kg,FALSE,https://media.api-sports.io/football/players/21085.png,564, Istanbul Basaksehir, https://media.api-sports.io/football/teams/564.png,2,2,180, null, Defender, '6.950000', False,0,0,2,1, null,0,0, null, null,152, null,70,5,1,4,18,13, null, null, null,2, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21086,E. Kwateng,Enock,Kwateng,27,4/9/1997,Mantes-la-Jolie,France,France,183 cm,75 kg,FALSE,https://media.api-sports.io/football/players/21086.png,1010, Ankaragucu, https://media.api-sports.io/football/teams/1010.png,0,0,0, null, Defender, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21096,V. Eysseric,Valentin,Eysseric,32,3/25/1992,Aix-en-Provence,France,France,181 cm,73 kg,FALSE,https://media.api-sports.io/football/players/21096.png,1004, Kasimpasa, https://media.api-sports.io/football/teams/1004.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,25,23,1981,null,Midfielder,7.548,FALSE,2,13,2,36,17,5,0,6,null,1075,61,34,37,6,8,204,110,37,24,null,34,25,5,0,0,null,null,0,0,null
21386,I. Gomis,Iron,Gomis,25,11/9/1999,Marseillle,France,France,182 cm,66 kg,FALSE,https://media.api-sports.io/football/players/21386.png,1004, Kasimpasa, https://media.api-sports.io/football/teams/1004.png,21,13,1111, null, Midfielder, '6.711111', False,8,8,9,8,4,1,0,4, null,320,14,12,22, null,8,153,70,23,8, null,22,21,4,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21487,P. Djilobodji,El Hadji Papy Mison,Djilobodji,36,12/1/1988,Kaolack,Senegal,Senegal,193 cm,82 kg,FALSE,https://media.api-sports.io/football/players/21487.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,28,28,2468, null, Defender, '6.914285', False,0,3,0,14,3,1,0,1, null,1173,13,30,32,21,63,168,107,7,5, null,8,19,4,0,1, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21505,L. Phiri,Lebogang Lelani,Phiri,30,11/9/1994,Johannesburg,South Africa,South Africa,173 cm,63 kg,FALSE,https://media.api-sports.io/football/players/21505.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png,0,0,0, null, Midfielder, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21633,A. Djiku,Alexander Kwabena,Baidoo Djiku,30,8/9/1994,Montpellier,France,Ghana,182 cm,81 kg,FALSE,https://media.api-sports.io/football/players/21633.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,20,18,1642, null, Defender, '7.155000', False,2,2,3,10,2,2,0,1, null,1041,5,46,30,2,43,158,97,2,2, null,17,31,5,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
21701,V. Rosier,Valentin André Henri,Rosier,28,8/19/1996,Montauban,France,France,175 cm,71 kg,FALSE,https://media.api-sports.io/football/players/21701.png,549, Besiktas, https://media.api-sports.io/football/teams/549.png,12,10,906, null, Defender, '7.166666', False,2,2,2, null, null,0,0,1, null,524,9,34,24,2,14,96,60,33,21, null,9,12,3,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
22162,R. Coly,Racine,Coly,29,12/8/1995,Dakar,Senegal,Senegal,185 cm,70 kg,FALSE,https://media.api-sports.io/football/players/22162.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,17,7,706, null, Defender, '6.480000', False,10,3,14,3,2,0,0, null, null,367,4,21,14,2,17,87,41,21,10, null,11,16,7,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
24128,B. Moussiti-Oko,Bevic Selad,Moussiti-Oko,28,1/28/1995,Brazzaville,Congo,Congo,184 cm,88 kg,FALSE,https://media.api-sports.io/football/players/24128.png,1010, Ankaragucu, https://media.api-sports.io/football/teams/1010.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
24860,Carlos Mané,Carlos Manuel,Cardoso Mané,30,3/11/1994,Lisboa,Portugal,Guinea-Bissau,173 cm,63 kg,FALSE,https://media.api-sports.io/football/players/24860.png,1001, Kayserispor, https://media.api-sports.io/football/teams/1001.png,19,7,777, null, Midfielder, '6.742105', False,12,5,13,8,3,2,0,2, null,329,11,12,12,1,6,79,38,24,9, null,13,5,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25053,S. Dursun,Serdar,Dursun,33,10/19/1991,Hamburg,Germany,Türkiye,190 cm,80 kg,FALSE,https://media.api-sports.io/football/players/25053.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,22,6,800, null, Attacker, '6.686363', False,16,3,16,20,11,3,0, null, null,218,6,7,3, null,2,64,29,6,2, null,17,9,0,0,0, null, null,1,0, null,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,0,0,0,null,Attacker,6.686363,FALSE,0,0,0,20,11,0,0,null,null,218,6,7,3,null,2,64,29,6,2,null,17,9,0,0,0,null,null,1,0,null
25125,Aias Aosman,Aias,Aosman,30,10/21/1994,Kamishli,Syria,Syria,175 cm,75 kg,FALSE,https://media.api-sports.io/football/players/25125.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,1,1,72, null, Midfielder, '6.300000', False,0,1,0, null, null,0,0, null, null,27, null,23,3, null, null,8,4, null, null, null,1, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25269,A. Engin,Ahmet Emin,Engin,27,8/9/1996,Moers,Germany,Germany,180 cm,75 kg,FALSE,https://media.api-sports.io/football/players/25269.png,1004, Kasimpasa, https://media.api-sports.io/football/teams/1004.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25412,Y. Mallı,Yunus,Mallı,32,2/24/1992,Kassel,Germany,Türkiye,179 cm,72 kg,FALSE,https://media.api-sports.io/football/players/25412.png,1004, Kasimpasa, https://media.api-sports.io/football/teams/1004.png, null, null, null, null, Midfielder, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,607, Konyaspor, https://media.api-sports.io/football/teams/607.png,13,3,369,null,Midfielder,6.633333,FALSE,10,3,22,5,4,0,0,null,null,114,6,7,8,1,null,47,22,4,3,null,8,9,0,0,0,null,null,0,0,null
25448,K. Ayhan,Kaan,Ayhan,30,11/10/1994,Gelsenkirchen,Germany,Türkiye,185 cm,84 kg,FALSE,https://media.api-sports.io/football/players/25448.png,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,28,15,1526, null, Defender, '7.067857', False,13,5,14,15,4,1,0,1, null,907,22,27,27,6,25,151,87,11,6, null,12,13,3,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25919,G. Holtmann,Gerrit Stephan,Barba Holtmann,29,3/25/1995,Bremen,Germany,Philippines,185 cm,77 kg,FALSE,https://media.api-sports.io/football/players/25919.png,1005, Antalyaspor, https://media.api-sports.io/football/teams/1005.png,7,1,196, null, Attacker, '6.514285', False,6,1,12,1,1,0,0,1, null,57,1,7,4, null, null,31,12,12,5, null,2,5,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
25921,A. Maxim,Alexandru Iulian,Maxim,34,7/8/1990,Piatra Neamţ,Romania,Romania,179 cm,73 kg,FALSE,https://media.api-sports.io/football/players/25921.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,28,26,2174, null, Midfielder, '7.028571', False,2,18,2,21,14,2,0,4, null,944,62,28,30,5,12,227,102,58,30, null,31,19,5,2,0, null, null,2,2, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
26751,D. Kourbelis,Dimitrios,Kourbelis,31,11/2/1993,Trípoli,Greece,Greece,181 cm,74 kg,FALSE,https://media.api-sports.io/football/players/26751.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,7,6,547, null, Midfielder, '6.942857', False,1,3,2,2, null,0,0, null, null,287,1,36,15,4,13,50,29,4,1, null,7,8,2,0,0, null, null,0,0, null,998, Trabzonspor, https://media.api-sports.io/football/teams/998.png,6,3,284,null,Midfielder,6.942857,FALSE,3,2,8,2,null,0,0,null,null,287,1,36,15,4,13,50,29,4,1,null,7,8,2,0,0,null,null,0,0,null
27249,Thuram,Rogerio,Conceicao do Rosario,33,2/1/1991,Cairu,Brazil,Brazil,183 cm,78 kg,FALSE,https://media.api-sports.io/football/players/27249.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,18,9,851, null, Attacker, '7.033333', False,9,5,10,21,9,3,0, null, null,291,12,13,19,1,4,125,65,26,19, null,17,14,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28394,G. Beridze,Giorgi,Beridze,27,5/12/1997,Mestia,Georgia,Georgia,174 cm,71 kg,FALSE,https://media.api-sports.io/football/players/28394.png,1010, Ankaragucu, https://media.api-sports.io/football/teams/1010.png,1,1,46, null, Attacker, '6.700000', False,0,1,0,1, null,0,0, null, null,12, null,9, null, null, null,1,1, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
28443,A. Szalai,Attila Árpád,Szalai,25,1/20/1998,Budapest,Hungary,Hungary,192 cm,83 kg,FALSE,https://media.api-sports.io/football/players/28443.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30397,F. Ceccherini,Federico,Ceccherini,32,5/11/1992,Livorno,Italy,Italy,186 cm,72 kg,FALSE,https://media.api-sports.io/football/players/30397.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,22,20,1643, null, Defender, '6.727272', False,2,7,4,7,1,1,0, null, null,1121,1,43,21,7,22,144,79,5,2, null,21,26,7,0,1, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30495,S. Sirigu,Salvatore,Sirigu,37,1/12/1987,Nuoro,Italy,Italy,192 cm,80 kg,FALSE,https://media.api-sports.io/football/players/30495.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,11,11,990, null, Goalkeeper, '7.227272', False,0,0,0, null, null,0,16, null,37,282, null,19,1, null, null,2,2, null, null, null, null, null,0,0,0, null, null,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30503,N. Nkoulou,Nicolas Julio Alexis,N'Koulou Ndoubena,34,3/27/1990,Yaoundé,Cameroon,Cameroon,185 cm,77 kg,FALSE,https://media.api-sports.io/football/players/30503.png,3573, Gazişehir Gaziantep, https://media.api-sports.io/football/teams/3573.png,26,26,2317, null, Defender, '6.884615', False,0,2,0,13,3,2,0, null, null,816,4,27,30,16,26,121,82,3,2, null,12,10,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30562,J. Galvão,João Pedro Geraldino,dos Santos Galvão,31,3/9/1992,Ipatinga,Brazil,Italy,184 cm,73 kg,FALSE,https://media.api-sports.io/football/players/30562.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30769,D. Biraschi,Davide,Biraschi,30,7/2/1994,Roma,Italy,Italy,182 cm,73 kg,FALSE,https://media.api-sports.io/football/players/30769.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,24,23,2079, null, Defender, '6.800000', False,1,2,2,2, null,0,0,1, null,1074,4,36,39,7,32,190,108,14,7, null,17,28,5,1,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
