player_name,first_name,last_name,age,birth_date,birth_country,nationality,height_cm,weight_kg,team_name,position,is_captain,appearances,starting_lineups,minutes_played,goals,assists,shots_saves,pass_accuracy,yellow_cards,red_cards,yellow_red_cards,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved
S. Okaka,Stefano,Okaka Chuka,34,1989-08-09,Italy,Italy,0,0,istanbul basaksehir,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Viviano,Emiliano,Viviano,38,1985-12-01,Italy,Italy,0,0,fatih karagumruk,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Rohdén,Marcus Christer,Rohdén,33,1991-05-11,Sweden,Sweden,0,0,fatih karagumruk,Midfielder,False,28,23,1942,4,2,0,23.0,3,0,0,0,0,0,0,0
F. Veseli,Frédéric,Veseli,32,1992-11-20,Switzerland,Albania,0,0,fatih karagumruk,Defender,False,20,16,1479,0,0,0,24.0,2,0,0,0,0,0,0,0
R. Krunić,Rade,Krunić,31,1993-10-07,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0,fenerbahce,Midfielder,False,10,8,657,0,0,0,29.0,0,0,0,0,0,0,0,0
G. Rodrigues,Gerson Leal,Rodrigues Gouveia,29,1995-06-20,Portugal,Luxembourg,0,0,sivasspor,Attacker,False,13,7,668,2,0,0,12.0,2,0,0,0,0,0,0,0
C. Kazim-Richards,Colin,Kazim-Richards,37,1986-08-26,England,Türkiye,0,0,fatih karagumruk,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Midtsjø,Fredrik,Midtsjø,31,1993-08-11,Norway,Norway,0,0,pendikspor,Midfielder,False,21,19,1618,0,0,0,0.0,4,0,0,0,0,0,0,0
I. Drešević,Ibrahim,Drešević,27,1997-01-24,Sweden,Kosovo,0,0,fatih karagumruk,Defender,False,16,15,1365,0,1,0,45.0,4,0,0,0,0,0,0,0
S. Floranus,Sherel Constancio,Floranus,25,1998-08-23,Netherlands,Curaçao,0,0,antalyaspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Özer,Aykut,Özer,30,1993-01-01,Germany,Türkiye,0,0,samsunspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
D. Sambissa,David Patrick,Sambissa,28,1996-01-11,France,Gabon,0,0,i̇stanbulspor,Attacker,False,18,11,1022,1,3,0,15.0,1,0,0,0,0,0,0,0
F. Loshaj,Florian,Loshaj,28,1996-08-13,Kosovo,Kosovo,0,0,i̇stanbulspor,Midfielder,False,28,28,2391,4,0,0,26.0,8,0,1,0,0,0,0,0
D. Jensen,David Raagaard,Jensen,32,1992-03-25,Denmark,Denmark,0,0,i̇stanbulspor,Goalkeeper,False,14,14,1260,0,0,46,23.0,0,0,0,0,0,0,0,1
B. Darri,Brahim,Darri,30,1994-09-14,Netherlands,Netherlands,0,0,fatih karagumruk,Attacker,False,4,0,44,0,0,0,6.0,0,0,0,0,0,0,0,0
A. van den Hurk,Anthony Edsel Johannes,van den Hurk,30,1993-01-09,Netherlands,Curaçao,0,0,rizespor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
L. James,Leke Samson,James,31,1992-11-01,Nigeria,Nigeria,0,0,sivasspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Adekugbe,Samuel Ayomide,Adekugbe,28,1995-01-16,England,Canada,0,0,hatayspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Angielski,Karol Jerzy,Angielski,27,1996-03-20,Poland,Poland,0,0,sivasspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Szymański,Sebastian,Szymański,25,1999-05-10,Poland,Poland,0,0,fenerbahce,Midfielder,False,31,28,2381,9,9,0,18.0,4,0,0,0,0,0,0,0
K. Michalak,Konrad Hubert,Michalak,27,1997-09-19,Poland,Poland,0,0,konyaspor,Midfielder,False,4,2,228,0,1,0,10.0,0,0,0,0,0,0,0,0
Nuno Sequeira,Nuno Miguel,Ribeiro da Cruz Jerónimo Seque,34,1990-08-19,Portugal,Portugal,0,0,pendikspor,Defender,False,29,29,2588,1,2,0,30.0,6,0,0,0,0,0,0,0
J. Vuković,Josip,Vuković,32,1992-05-02,Croatia,Croatia,0,0,pendikspor,Midfielder,False,16,11,1075,0,0,0,26.0,5,0,0,0,0,0,0,0
Nanu,Eulânio Ângelo,Chipela Gomes,30,1994-05-17,Portugal,Guinea-Bissau,0,0,samsunspor,Defender,False,5,0,50,0,1,0,2.0,0,0,0,0,0,0,0,0
Douglas Tanque,Douglas Willian,da Silva Souza,31,1993-10-27,Brazil,Brazil,0,0,samsunspor,Attacker,False,1,0,21,0,0,0,2.0,0,0,0,0,0,0,0,0
J. Onana,Jean Emile Junior,Onana Onana,24,2000-01-08,Cameroon,Cameroon,0,0,besiktas,Midfielder,False,4,0,12,0,0,0,2.0,0,0,0,0,0,0,0,0
Miguel Crespo,Miguel,Crespo da Silva,28,1996-09-11,France,Portugal,0,0,fenerbahce,Midfielder,False,10,6,564,0,0,0,26.0,3,0,0,0,0,0,0,0
Júnior Morais,Iraneuton,Sousa Morais Júnior,38,1986-07-22,Brazil,Brazil,0,0,gazisehir gaziantep,Defender,False,15,15,1318,0,0,0,22.0,1,0,0,0,0,0,0,0
D. Drăguş,Denis Mihai,Drăguş,25,1999-07-06,Romania,Romania,0,0,gazisehir gaziantep,Attacker,False,26,26,2235,11,1,0,13.0,6,0,0,0,0,1,0,0
D. Sorescu,Deian Cristian,Sorescu,27,1997-08-29,Romania,Romania,0,0,gazisehir gaziantep,Midfielder,False,11,7,689,3,0,0,17.0,1,0,0,0,0,0,0,0
E. Papa,Enriko,Papa,30,1993-03-12,Albania,Albania,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Rúben Ribeiro,Rúben Tiago,Rodrigues Ribeiro,36,1987-08-01,Portugal,Portugal,0,0,hatayspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
U. Ikpeazu,Uche,Ikpeazu,28,1995-02-28,England,Uganda,0,0,konyaspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Ariyibi,Gboly,Ariyibi,28,1995-01-18,USA,USA,0,0,ankaragucu,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Đerlek,Armin,Đerlek,24,2000-07-15,Serbia,Serbia,0,0,sivasspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
I. Cofie,Isaac,Cofie,32,1991-09-20,Ghana,Ghana,0,0,sivasspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Samu Sáiz,Samuel,Sáiz Alonso,33,1991-01-22,Spain,Spain,0,0,sivasspor,Midfielder,False,18,18,1440,5,3,0,29.0,3,0,0,0,0,0,0,0
Kévin Rodrigues,Kévin Manuel,Rodrigues,30,1994-03-05,France,Portugal,0,0,adana demirspor,Defender,False,11,11,922,0,1,0,37.0,4,1,0,0,0,0,0,0
E. Mor,Emre,Mor,27,1997-07-24,Denmark,Türkiye,0,0,fatih karagumruk,Attacker,False,7,7,554,1,0,0,17.0,2,0,0,0,0,0,0,0
Joaquín Fernández,Joaquín,Fernández Moreno,28,1996-05-31,Spain,Spain,0,0,trabzonspor,Defender,False,8,4,289,0,0,0,23.0,1,0,0,0,0,0,0,0
G. Imbula,Gilbert Gianelli,Imbula Wanga,32,1992-09-12,Belgium,Congo DR,0,0,i̇stanbulspor,Midfielder,False,4,0,60,0,0,0,13.0,0,0,0,0,0,0,0,0
F. Ulvestad,Fredrik Stensøe,Ulvestad,31,1992-06-17,Norway,Norway,0,0,sivasspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Sülüngöz,Berkay,Sülüngöz,28,1996-03-22,Switzerland,Switzerland,0,0,pendikspor,Defender,False,18,14,1305,1,0,0,37.0,1,0,0,0,0,0,0,0
İ. Kahveci,İrfan Can,Kahveci,29,1995-07-15,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,27,18,1698,10,7,0,20.0,5,0,0,0,0,0,0,0
E. Karakuş,Enes,Karakuş,22,2001-01-03,Türkiye,Türkiye,0,0,istanbul basaksehir,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
U. Çakır,Uğurcan,Çakır,28,1996-04-05,Türkiye,Türkiye,0,0,trabzonspor,Goalkeeper,False,30,30,2700,0,0,78,22.0,3,0,0,0,0,0,0,0
C. Kablan,Muzaffer Cem,Kablan,24,2000-01-01,Türkiye,Türkiye,0,0,fatih karagumruk,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Moradaoğlu,Kağan,Moradaoğlu,21,2003-01-10,Türkiye,Türkiye,0,0,trabzonspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Türkmen,Hüseyin,Türkmen,26,1998-01-01,Türkiye,Türkiye,0,0,trabzonspor,Defender,False,4,2,139,0,0,0,9.0,0,0,0,0,0,0,0,0
C. Akpınar,Murat Cem,Akpınar,24,1999-01-24,Türkiye,Türkiye,0,0,trabzonspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Aydın,Behlül,Aydın,23,2000-11-28,Türkiye,Türkiye,0,0,trabzonspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Akça,Murat,Akça,34,1990-07-13,Germany,Türkiye,0,0,pendikspor,Defender,False,11,4,413,0,0,0,31.0,0,0,0,0,0,0,0,0
B. Alıcı,Barış,Alıcı,26,1997-06-24,Türkiye,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Ildız,Ahmed,Ildız,27,1996-11-29,Austria,Türkiye,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Welinton,Welinton,Souza Silva,35,1989-04-10,Brazil,Brazil,0,0,pendikspor,Defender,False,20,19,1687,2,1,0,41.0,6,0,2,0,0,0,0,0
G. Tzavellas,Georgios,Tzavellas,37,1987-11-26,Greece,Greece,0,0,pendikspor,Defender,False,1,1,46,0,0,0,34.0,0,0,0,0,0,0,0,0
S. Dursun,Salih,Dursun,33,1991-07-12,Türkiye,Türkiye,0,0,fatih karagumruk,Defender,False,18,13,1215,1,0,0,30.0,4,0,0,0,0,0,0,0
N. Sangaré,Nazım,Sangaré,30,1994-05-30,Germany,Türkiye,0,0,fatih karagumruk,Defender,False,18,10,972,1,0,0,15.0,0,0,0,0,0,0,0,0
Fredy,Alfredo,Kulembe Gomes Ribeiro,34,1990-03-27,Angola,Angola,0,0,antalyaspor,Midfielder,False,3,2,142,0,0,0,15.0,0,0,0,0,0,0,0,0
S. Ay,Selim,Ay,32,1991-07-31,Türkiye,Türkiye,0,0,rizespor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Öztorun,Ferhat,Öztorun,36,1987-05-08,Türkiye,Türkiye,0,0,pendikspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Jevtović,Marko,Jevtović,31,1993-07-24,Serbia,Serbia,0,0,gazisehir gaziantep,Midfielder,False,25,17,1528,1,0,0,18.0,4,0,0,0,0,0,0,0
M. Yatabaré,Mustapha,Yatabaré,37,1986-01-26,France,Mali,0,0,sivasspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Z. Görgen,Zafer,Görgen,24,2000-06-21,Türkiye,Türkiye,0,0,rizespor,Goalkeeper,False,0,0,0,0,0,0,0.0,1,0,0,0,0,0,0,1
K. Altınay,Koray,Altınay,32,1991-10-11,Germany,Türkiye,0,0,rizespor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Çağıran,Musa,Çağıran,32,1992-11-17,Türkiye,Türkiye,0,0,hatayspor,Midfielder,False,2,0,10,0,0,0,4.0,0,0,0,0,0,0,0,0
E. Karadağ,Eren,Karadağ,23,2000-01-01,Türkiye,Türkiye,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Koita,Bengali-Fodé,Koita,34,1990-10-21,France,Guinea,0,0,trabzonspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Yandaş,Mert Hakan,Yandaş,30,1994-08-19,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,12,5,469,2,2,0,20.0,3,0,1,0,0,0,0,0
N. Korkmaz,Nurettin,Korkmaz,22,2002-06-27,Türkiye,Türkiye,0,0,kayserispor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Demir,Emre,Demir,20,2004-01-15,Türkiye,Türkiye,0,0,fenerbahce,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Bekleviç,Furkan,Bekleviç,25,1999-01-31,Türkiye,Türkiye,0,0,fatih karagumruk,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1
M. Akan,Mahmut,Akan,29,1994-07-14,Türkiye,Türkiye,0,0,ankaragucu,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
İ. Parlak,İlhan,Parlak,36,1987-01-18,Türkiye,Türkiye,0,0,kayserispor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Akbunar,Halil,Akbunar,31,1993-11-09,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,30,29,2310,4,3,0,16.0,3,1,0,0,0,0,0,0
A. Öztürk,Alpaslan,Öztürk,31,1993-07-16,Belgium,Türkiye,0,0,pendikspor,Defender,False,15,14,1229,1,0,0,36.0,5,0,0,0,0,0,0,0
I. Šehić,Ibrahim,Šehić,35,1988-09-02,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0,konyaspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Ersoy,Ertuğrul,Ersoy,27,1997-02-13,Türkiye,Türkiye,0,0,gazisehir gaziantep,Defender,False,11,11,943,0,0,0,27.0,3,0,0,0,0,0,0,0
F. Soyalp,Furkan,Soyalp,29,1995-06-12,Türkiye,Türkiye,0,0,gazisehir gaziantep,Midfielder,False,27,18,1561,1,3,0,14.0,7,0,1,0,0,0,0,0
T. Torun,Tunay,Torun,33,1990-04-21,Germany,Türkiye,0,0,kasimpasa,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
U. Nayir,Mehmet Umut,Nayir,31,1993-06-28,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,10,10,775,3,0,0,3.0,3,0,0,0,0,0,0,0
Ryan Mendes,Ryan Isaac,Mendes da Graça,34,1990-01-08,Cape Verde,Cape Verde,0,0,fatih karagumruk,Attacker,False,18,12,1081,2,2,0,16.0,5,1,0,0,0,0,0,0
M. Thiam,Mame Baba,Thiam,32,1992-10-09,Senegal,Senegal,0,0,pendikspor,Attacker,False,11,11,971,3,2,0,16.0,1,0,0,0,0,4,0,0
Ronaldo Mendes,Ronaldo César,Mendes de Medeiros,31,1992-08-16,Brazil,Brazil,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
Jamiro Monteiro,Jamiro Gregory,Monteiro Alvarenga,31,1993-11-23,Netherlands,Cape Verde,0,0,gazisehir gaziantep,Midfielder,False,7,6,453,0,2,0,21.0,2,0,0,0,0,0,0,0
D. Rossi,Diego Martín,Rossi Marachlian,25,1998-03-05,Uruguay,Uruguay,0,0,fenerbahce,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Acosta,Bryan Josué,Acosta Ramos,31,1993-11-24,Honduras,Honduras,0,0,gazisehir gaziantep,Midfielder,False,1,0,40,0,0,0,23.0,0,0,0,0,0,0,0,0
V. Bekaj,Visar,Bekaj,27,1997-05-24,Kosovo,Kosovo,0,0,hatayspor,Goalkeeper,False,3,2,221,0,0,6,19.0,2,0,0,0,0,0,0,1
M. Vorobjovas,Modestas,Vorobjovas,29,1995-12-30,Lithuania,Lithuania,0,0,i̇stanbulspor,Midfielder,False,22,18,1590,1,0,0,28.0,4,0,1,0,0,0,0,0
F. Niţă,Florin Constantin,Niţă,37,1987-07-03,Romania,Romania,0,0,gazisehir gaziantep,Goalkeeper,False,27,27,2430,0,0,93,15.0,3,0,0,0,0,0,0,2
E. Özgenç,Erdem,Özgenç,40,1984-08-22,Türkiye,Türkiye,0,0,pendikspor,Defender,False,16,12,1094,1,2,0,28.0,2,0,0,0,0,1,0,0
A. Bardakcı,Abdülkerim,Bardakcı,30,1994-09-07,Türkiye,Türkiye,0,0,galatasaray,Defender,False,21,19,1676,3,0,0,43.0,4,0,0,0,0,0,0,0
Y. Abdioğlu,Yusuf,Abdioğlu,34,1989-10-14,Türkiye,Türkiye,0,0,samsunspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Ülgen,Ali,Ülgen,24,1999-11-10,Türkiye,Türkiye,0,0,samsunspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Kılıç,Hasan,Kılıç,32,1992-07-27,Netherlands,Türkiye,0,0,pendikspor,Midfielder,False,1,0,29,0,0,0,13.0,0,0,0,0,0,0,0,0
E. Erentürk,Erhan,Erentürk,29,1995-05-30,Türkiye,Türkiye,0,0,sivasspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
H. Hatipoğlu,Hasan,Hatipoğlu,34,1989-07-19,Türkiye,Türkiye,0,0,pendikspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Osmanoğlu,Sinan,Osmanoğlu,34,1990-01-09,Türkiye,Türkiye,0,0,rizespor,Defender,False,1,0,27,0,1,0,8.0,0,0,0,0,0,0,0,0
A. Yaşar,Ali,Yaşar,29,1995-03-08,Belgium,Belgium,0,0,i̇stanbulspor,Defender,False,27,22,1949,1,2,0,20.0,3,0,1,0,0,0,0,0
A. Özfesli,Alican,Özfesli,26,1997-01-01,Türkiye,Türkiye,0,0,istanbul basaksehir,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Yılmaz,Sefa,Yılmaz,33,1990-02-14,Germany,Türkiye,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Üner,Hüseyin Atakan,Üner,24,1999-06-16,Türkiye,Türkiye,0,0,besiktas,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Bozan,Mustafa Burak,Bozan,24,2000-08-23,Türkiye,Türkiye,0,0,gazisehir gaziantep,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Güvenç,Günay,Güvenç,33,1991-06-25,Germany,Türkiye,0,0,gazisehir gaziantep,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Albayrak,Mucahit,Albayrak,32,1991-07-30,Türkiye,Türkiye,0,0,samsunspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. Ceylan,Oğuz,Ceylan,34,1990-12-15,Türkiye,Türkiye,0,0,rizespor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
J. Rassoul,Joher Khadim,Rassoul,29,1995-12-31,Senegal,Senegal,0,0,pendikspor,Defender,False,13,12,1024,0,0,0,37.0,3,0,0,0,0,0,0,0
M. Türkmen,Mehmet Kaan,Türkmen,23,2000-10-25,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Öğür,Burak,Öğür,35,1989-09-18,Türkiye,Türkiye,0,0,pendikspor,Goalkeeper,False,3,3,270,0,0,4,22.0,1,0,0,0,0,0,0,2
T. Tekdal,Tarık,Tekdal,33,1990-11-15,Türkiye,Türkiye,0,0,pendikspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Altıntaş,Emircan,Altıntaş,28,1995-07-15,Türkiye,Türkiye,0,0,alanyaspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
B. Bekaroğlu,Burak,Bekaroğlu,27,1997-04-16,Türkiye,Türkiye,0,0,hatayspor,Defender,False,15,12,1117,0,0,0,38.0,3,0,0,0,0,0,0,0
Y. Gültekin,Yusuf Emre,Gültekin,30,1993-03-12,Türkiye,Türkiye,0,0,samsunspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
U. Zengin,Ulaş,Zengin,27,1997-06-25,Türkiye,Türkiye,0,0,gazisehir gaziantep,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
L. Kappel,Leandro Deyrinio,Kappel,35,1989-11-14,Netherlands,Suriname,0,0,pendikspor,Attacker,False,15,1,267,1,0,0,3.0,0,0,0,0,0,0,0,0
O. Ural,Onur,Ural,26,1997-02-22,Türkiye,Türkiye,0,0,kasimpasa,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
D. Aksu,Tuncer Duhan,Aksu,27,1997-09-11,Türkiye,Türkiye,0,0,kasimpasa,Defender,False,13,8,687,0,0,0,14.0,0,0,0,0,0,0,0,0
E. Durmuş,Muhammed Enes,Durmuş,26,1997-01-08,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Öztürk,Eslem,Öztürk,27,1997-12-01,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,8,1,153,0,0,0,9.0,0,0,0,0,0,0,0,0
U. Zeybek,Uygar Mert,Zeybek,29,1995-06-04,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Sol,Mustafa,Sol,21,2002-06-20,Türkiye,Türkiye,0,0,i̇stanbulspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
İ. Yılmaz,İbrahim,Yılmaz,30,1994-02-06,Türkiye,Türkiye,0,0,i̇stanbulspor,Attacker,False,8,6,458,2,0,0,9.0,2,0,0,0,0,0,0,0
İ. Eğribayat,İrfan Can,Eğribayat,26,1998-06-30,Türkiye,Türkiye,0,0,fenerbahce,Goalkeeper,False,3,3,270,0,0,7,20.0,2,0,0,0,0,0,0,2
G. Karačić,Goran,Karačić,28,1996-08-18,Bosnia and Herzegovina,Bosnia and Herzegovina,0,0,adana demirspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Üzüm,Fıratcan,Üzüm,25,1999-06-04,Türkiye,Türkiye,0,0,ankaragucu,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Yıldırım,Mehmet Feyzi,Yıldırım,27,1996-01-23,Türkiye,Türkiye,0,0,kasimpasa,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
C. Dede,Celal Emir,Dede,22,2001-05-02,Türkiye,Türkiye,0,0,rizespor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Bağış,Kağan Miray,Bağış,25,1998-04-10,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
O. Karakullukçu,Oltan,Karakullukçu,32,1991-07-07,Türkiye,Türkiye,0,0,pendikspor,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Eskihellaç,Mustafa,Eskihellaç,27,1997-05-05,Türkiye,Türkiye,0,0,gazisehir gaziantep,Midfielder,False,28,28,2468,1,3,0,26.0,4,0,0,0,0,0,0,0
İ. Topatar,İzzet,Topatar,23,2001-10-17,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,2,0,39,0,0,0,2.0,1,0,0,0,0,0,0,0
A. Belen,Arda,Belen,22,2001-01-14,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
F. Tultak,Fatih,Tultak,22,2001-02-28,Türkiye,Türkiye,0,0,i̇stanbulspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Coşkun,Ercan,Coşkun,28,1995-04-16,Türkiye,Türkiye,0,0,rizespor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
A. Koç,Alberk,Koç,27,1997-02-15,Türkiye,Türkiye,0,0,rizespor,Defender,False,1,0,14,0,0,0,3.0,1,0,0,0,0,0,0,0
E. Kara,Erhan,Kara,28,1995-03-01,Türkiye,Türkiye,0,0,pendikspor,Defender,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Baş,Sadık,Baş,29,1994-05-11,Türkiye,Türkiye,0,0,hatayspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
G. Kaya,Gökcan,Kaya,29,1995-08-07,Denmark,Denmark,0,0,pendikspor,Midfielder,False,28,17,1574,2,2,0,16.0,2,0,0,0,0,0,0,0
B. Demircan,Bahattin Berke,Demircan,21,2002-11-25,Türkiye,Türkiye,0,0,fatih karagumruk,Attacker,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Akaydın,Samet,Akaydın,30,1994-03-13,Türkiye,Türkiye,0,0,fenerbahce,Defender,False,10,6,568,0,0,0,34.0,4,0,0,0,0,0,0,0
M. Akşit,Murat,Akşit,22,2002-01-02,Türkiye,Türkiye,0,0,pendikspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
M. Yıldız,Murat Can,Yıldız,26,1998-08-03,Türkiye,Türkiye,0,0,kasimpasa,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
T. Şahin,Tolga,Şahin,26,1997-09-30,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Gültekin,Emir Kaan,Gültekin,24,2000-10-02,Türkiye,Türkiye,0,0,i̇stanbulspor,Attacker,False,26,14,1347,4,0,0,11.0,4,0,0,0,0,0,1,0
N. Aslan,Nurullah,Aslan,26,1997-07-05,Türkiye,Türkiye,0,0,samsunspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Asatekin,Samet,Asatekin,32,1992-02-07,Türkiye,Türkiye,0,0,pendikspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
K. Anteplioğlu,Kubilay,Anteplioğlu,31,1992-09-11,Türkiye,Türkiye,0,0,pendikspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Satılmış,Emre,Satılmış,28,1996-10-13,Türkiye,Türkiye,0,0,sivasspor,Goalkeeper,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
S. Temel,Selimcan,Temel,23,2000-05-27,Türkiye,Türkiye,0,0,hatayspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
E. Gök,Egehan,Gök,23,2000-02-27,Türkiye,Türkiye,0,0,i̇stanbulspor,Midfielder,False,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0
